Datetime,lat,lon,wspd,wdir,wtmp,wvht,dpd,mwd,spred,peak_mwd,peak_spred,mean_dpd
2021-12-25 09:00:00,-17.983783,-38.717867,5.2,171,25.52,0.92,6.8,185.0,47.0,193.0,36.0,4.7
2021-12-25 12:00:00,-17.983933,-38.717667,6.4,171,25.32,1.07,6.4,188.0,47.0,201.0,31.0,4.8
2021-12-25 15:00:00,-17.983867,-38.7177,5.6,148,25.26,0.98,6.4,188.0,48.0,199.0,38.0,4.4
2021-12-25 18:00:00,-17.983783,-38.717867,5.6,154,25.28,0.91,5.7,182.0,47.0,189.0,34.0,4.6
2021-12-25 21:00:00,-17.9838,-38.717883,3.6,171,25.4,1.01,5.7,186.0,46.0,194.0,34.0,5.1
2021-12-26 00:00:00,-17.983817,-38.717767,3.2,171,25.4,1.05,5.7,193.0,39.0,198.0,29.0,5.4
2021-12-26 03:00:00,-17.983783,-38.717767,2.8,194,25.44,0.95,10.2,192.0,42.0,185.0,26.0,5.4
2021-12-26 06:00:00,-17.9838,-38.717933,2.8,188,25.44,0.83,9.3,179.0,44.0,171.0,32.0,5.4
2021-12-26 09:00:00,-17.983833,-38.71795,2.4,154,25.54,0.82,9.3,177.0,46.0,185.0,34.0,5.6
2021-12-26 12:00:00,-17.983817,-38.7178,2.0,131,25.62,0.87,9.3,178.0,42.0,182.0,23.0,5.8
2021-12-26 15:00:00,-17.983817,-38.71775,2.0,108,26.58,0.75,9.3,186.0,48.0,194.0,31.0,5.5
2021-12-26 18:00:00,-17.983783,-38.717933,1.6,114,26.58,0.76,8.5,170.0,45.0,182.0,28.0,5.9
2021-12-26 21:00:00,-17.9839,-38.717983,4.4,102,26.24,0.76,8.5,173.0,53.0,184.0,36.0,5.5
2021-12-27 00:00:00,-17.983983,-38.718,2.8,120,25.9,0.81,8.5,174.0,45.0,176.0,26.0,6.5
2021-12-27 03:00:00,-17.984033,-38.7177,4.4,17,25.8,0.77,7.9,196.0,57.0,202.0,33.0,5.9
2021-12-27 06:00:00,-17.984067,-38.717717,2.8,342,25.68,0.72,7.9,186.0,52.0,192.0,34.0,6.0
2021-12-27 09:00:00,-17.984067,-38.7179,2.4,337,25.66,0.71,11.4,171.0,51.0,173.0,27.0,6.2
2021-12-27 12:00:00,-17.984117,-38.7178,4.0,342,25.76,0.7,10.2,177.0,63.0,185.0,34.0,5.6
2021-12-27 15:00:00,-17.984083,-38.7177,4.0,342,25.82,0.72,10.2,187.0,70.0,186.0,31.0,4.9
2021-12-27 18:00:00,-17.984167,-38.717817,7.2,22,25.82,0.71,12.8,31.0,76.0,177.0,51.0,4.1
2021-12-27 21:00:00,-17.984183,-38.71785,7.6,348,25.76,0.91,6.0,5.0,62.0,7.0,36.0,4.1
2021-12-28 00:00:00,-17.984183,-38.71785,5.2,314,25.72,0.66,3.9,13.0,64.0,7.0,48.0,4.1
2021-12-28 03:00:00,-17.984133,-38.717717,6.0,28,25.48,0.61,11.4,356.0,67.0,188.0,44.0,4.0
2021-12-28 06:00:00,-17.984167,-38.717733,4.0,102,25.48,0.5,10.2,350.0,77.0,190.0,50.0,4.2
2021-12-28 09:00:00,-17.984083,-38.717967,2.8,354,25.52,0.45,10.2,76.0,78.0,169.0,36.0,4.5
2021-12-28 12:00:00,-17.9841,-38.717933,5.2,5,25.56,0.58,11.4,26.0,71.0,173.0,49.0,3.7
2021-12-28 15:00:00,-17.984133,-38.717733,6.0,354,25.54,0.58,2.9,352.0,73.0,350.0,61.0,3.5
2021-12-28 18:00:00,-17.984117,-38.717717,4.4,5,25.56,0.49,9.3,2.0,72.0,211.0,63.0,3.8
2021-12-28 21:00:00,-17.984117,-38.717917,1.6,302,25.54,0.37,9.3,39.0,73.0,157.0,62.0,4.5
2021-12-29 00:00:00,-17.984117,-38.717933,2.4,28,25.52,0.39,6.4,56.0,68.0,48.0,63.0,4.1
2021-12-29 03:00:00,-17.984133,-38.71775,2.4,45,25.58,0.39,6.4,57.0,69.0,41.0,60.0,4.1
2021-12-29 06:00:00,-17.984133,-38.7177,2.4,51,25.48,0.37,5.1,64.0,73.0,17.0,61.0,4.1
2021-12-29 09:00:00,-17.98415,-38.71785,1.2,348,25.58,0.32,14.6,79.0,74.0,174.0,54.0,4.7
2021-12-29 12:00:00,-17.984117,-38.71795,1.2,337,25.78,0.36,12.8,82.0,71.0,166.0,43.0,4.7
2021-12-29 15:00:00,-17.9841,-38.71775,1.6,40,26.34,0.42,4.9,74.0,72.0,90.0,64.0,4.1
2021-12-29 18:00:00,-17.98415,-38.717717,1.2,85,26.18,0.4,12.8,82.0,75.0,165.0,48.0,4.4
2021-12-29 21:00:00,-17.984183,-38.717817,1.6,337,26.1,0.33,12.8,75.0,77.0,166.0,57.0,4.4
2021-12-30 00:00:00,-17.984083,-38.717967,6.0,91,25.8,0.42,12.8,97.0,72.0,176.0,50.0,3.3
2021-12-30 03:00:00,-17.984133,-38.717867,3.6,74,25.76,0.46,12.8,92.0,64.0,165.0,50.0,3.4
2021-12-30 06:00:00,-17.984133,-38.717683,3.2,85,25.74,0.44,12.8,103.0,67.0,181.0,44.0,3.5
2021-12-30 09:00:00,-17.984167,-38.717783,3.6,102,25.68,0.41,12.8,121.0,70.0,180.0,52.0,3.6
2021-12-30 12:00:00,-17.984017,-38.718,4.8,85,25.86,0.39,11.4,103.0,72.0,175.0,46.0,3.8
2021-12-30 15:00:00,-17.984083,-38.717967,3.2,91,26.38,0.47,11.4,93.0,67.0,176.0,44.0,3.8
2021-12-30 18:00:00,-17.98415,-38.717733,3.6,97,26.4,0.5,4.3,102.0,68.0,99.0,62.0,3.8
2021-12-30 21:00:00,-17.984183,-38.717783,4.4,91,26.24,0.44,11.4,106.0,69.0,180.0,56.0,3.5
2021-12-31 00:00:00,-17.9841,-38.717967,4.4,57,26.06,0.43,2.9,82.0,70.0,63.0,60.0,3.2
2021-12-31 03:00:00,-17.984133,-38.717917,4.8,74,25.96,0.47,3.6,81.0,64.0,67.0,55.0,3.5
2021-12-31 06:00:00,-17.984083,-38.71765,3.6,62,25.92,0.49,4.3,84.0,69.0,94.0,52.0,3.6
2021-12-31 09:00:00,-17.984117,-38.717767,6.0,51,25.78,0.5,7.3,80.0,68.0,168.0,64.0,3.3
2021-12-31 12:00:00,-17.9841,-38.717983,5.6,5,25.92,0.48,7.3,56.0,71.0,137.0,52.0,3.5
2021-12-31 15:00:00,-17.984083,-38.71795,3.6,28,26.14,0.53,6.4,76.0,69.0,136.0,50.0,3.7
2021-12-31 18:00:00,-17.984133,-38.717733,5.2,57,26.3,0.58,6.4,64.0,72.0,236.0,73.0,3.8
2021-12-31 21:00:00,-17.98415,-38.717767,6.4,51,26.12,0.53,3.6,64.0,70.0,82.0,60.0,3.3
2022-01-01 00:00:00,-17.984067,-38.717983,7.2,11,26.06,0.48,2.8,44.0,72.0,22.0,61.0,3.1
2022-01-01 03:00:00,-17.9841,-38.717933,5.6,22,26.06,0.58,3.4,55.0,67.0,27.0,49.0,3.3
2022-01-01 06:00:00,-17.9841,-38.7177,4.8,17,26.0,0.64,4.1,58.0,71.0,45.0,65.0,3.7
2022-01-01 09:00:00,-17.984133,-38.717733,5.2,68,25.92,0.57,3.6,66.0,68.0,32.0,64.0,3.4
2022-01-01 12:00:00,-17.984117,-38.71795,3.6,0,26.08,0.44,7.9,27.0,71.0,91.0,67.0,3.6
2022-01-01 15:00:00,-17.9841,-38.717967,4.0,17,26.26,0.46,3.8,40.0,68.0,34.0,53.0,3.3
2022-01-01 18:00:00,-17.984133,-38.717733,4.0,68,26.34,0.53,3.9,50.0,73.0,82.0,66.0,3.9
2022-01-01 21:00:00,-17.9842,-38.717733,3.2,62,25.94,0.43,3.9,75.0,73.0,89.0,66.0,3.5
2022-01-02 00:00:00,-17.98415,-38.71795,3.2,11,26.06,0.37,14.6,61.0,76.0,175.0,56.0,3.4
2022-01-02 03:00:00,-17.984083,-38.717967,4.0,28,26.08,0.43,3.5,59.0,71.0,45.0,62.0,3.3
2022-01-02 06:00:00,-17.984117,-38.71775,4.0,34,26.02,0.55,4.6,71.0,65.0,76.0,59.0,3.6
2022-01-02 09:00:00,-17.984067,-38.71765,2.4,22,25.8,0.5,4.9,88.0,70.0,89.0,55.0,4.0
2022-01-02 12:00:00,-17.9841,-38.717933,1.6,62,25.94,0.4,12.8,83.0,72.0,174.0,53.0,4.3
2022-01-02 15:00:00,-17.984,-38.718,1.2,17,26.72,0.36,12.8,105.0,74.0,173.0,49.0,4.1
2022-01-02 18:00:00,-17.9841,-38.7179,2.0,0,27.06,0.48,4.4,85.0,65.0,75.0,58.0,4.3
2022-01-02 21:00:00,-17.984167,-38.717733,3.6,74,26.04,0.46,4.6,95.0,68.0,83.0,61.0,3.7
2022-01-03 00:00:00,-17.98415,-38.7179,5.6,97,25.86,0.4,12.8,87.0,73.0,179.0,61.0,3.2
2022-01-03 03:00:00,-17.984017,-38.71795,5.2,45,26.0,0.42,11.4,88.0,71.0,157.0,54.0,3.2
2022-01-03 06:00:00,-17.984117,-38.7178,3.2,40,25.8,0.51,4.4,86.0,66.0,74.0,52.0,3.6
2022-01-03 09:00:00,-17.9841,-38.717683,3.2,45,25.64,0.51,4.4,87.0,71.0,97.0,56.0,3.9
2022-01-03 12:00:00,-17.98415,-38.717783,4.4,74,25.52,0.45,25.6,60.0,71.0,266.0,77.0,3.8
2022-01-03 15:00:00,-17.984067,-38.718,3.2,11,26.18,0.38,8.5,59.0,76.0,154.0,56.0,3.6
2022-01-03 18:00:00,-17.984117,-38.717933,4.8,57,26.14,0.41,7.3,82.0,69.0,118.0,60.0,3.8
2022-01-03 21:00:00,-17.984183,-38.717767,4.4,68,26.02,0.48,7.9,76.0,69.0,20.0,71.0,3.5
2022-01-04 00:00:00,-17.984167,-38.71785,4.8,80,25.62,0.37,3.9,80.0,73.0,74.0,68.0,3.3
2022-01-04 03:00:00,-17.984117,-38.717967,2.4,354,25.82,0.33,3.3,35.0,72.0,20.0,50.0,3.2
2022-01-04 06:00:00,-17.983983,-38.717967,3.2,11,25.64,0.4,4.9,78.0,69.0,103.0,47.0,3.5
2022-01-04 09:00:00,-17.98405,-38.71765,2.4,22,25.48,0.49,3.9,83.0,68.0,89.0,47.0,3.8
2022-01-04 12:00:00,-17.984117,-38.717683,2.0,45,25.56,0.4,3.6,64.0,72.0,72.0,62.0,3.8
2022-01-04 15:00:00,-17.9841,-38.717933,4.4,331,25.84,0.37,4.3,32.0,71.0,41.0,57.0,3.3
2022-01-04 18:00:00,-17.98405,-38.717967,3.6,320,26.16,0.44,3.2,56.0,70.0,359.0,63.0,3.3
2022-01-04 21:00:00,-17.9841,-38.7177,4.4,85,25.78,0.31,4.9,88.0,66.0,89.0,56.0,3.0
2022-01-05 00:00:00,-17.984183,-38.717733,2.8,97,25.6,0.38,4.3,90.0,70.0,91.0,68.0,3.5
2022-01-05 03:00:00,-17.9841,-38.717983,5.2,28,25.56,0.33,3.8,43.0,73.0,48.0,62.0,3.0
2022-01-05 06:00:00,-17.984067,-38.717967,3.6,28,25.5,0.49,3.4,62.0,66.0,46.0,54.0,3.3
2022-01-05 09:00:00,-17.984,-38.717683,5.2,0,25.4,0.57,4.1,72.0,67.0,80.0,59.0,3.5
2022-01-05 12:00:00,-17.9841,-38.7177,2.4,34,25.42,0.5,4.4,36.0,72.0,29.0,64.0,3.8
2022-01-05 15:00:00,-17.98415,-38.717917,6.8,11,25.62,0.45,3.2,26.0,71.0,19.0,61.0,3.0
2022-01-05 18:00:00,-17.984083,-38.717967,3.6,22,25.78,0.47,4.4,61.0,66.0,74.0,51.0,3.4
2022-01-05 21:00:00,-17.98415,-38.717817,6.4,62,25.66,0.58,4.6,65.0,64.0,84.0,50.0,3.4
2022-01-06 00:00:00,-17.98415,-38.7177,5.2,45,25.48,0.56,3.9,52.0,67.0,63.0,59.0,3.2
2022-01-06 03:00:00,-17.984133,-38.717967,6.8,342,25.48,0.48,4.1,6.0,64.0,9.0,52.0,3.1
2022-01-06 06:00:00,-17.9841,-38.71795,6.4,11,25.46,0.54,4.1,14.0,62.0,5.0,41.0,3.2
2022-01-06 09:00:00,-17.984133,-38.717867,6.0,0,25.38,0.6,3.9,25.0,64.0,16.0,48.0,3.3
2022-01-06 12:00:00,-17.98415,-38.7177,5.2,22,25.42,0.58,4.3,23.0,68.0,18.0,60.0,3.6
2022-01-06 15:00:00,-17.984167,-38.717817,4.4,320,25.68,0.47,3.9,12.0,70.0,23.0,54.0,3.3
2022-01-06 18:00:00,-17.984133,-38.717933,4.0,342,25.74,0.48,3.5,13.0,66.0,18.0,52.0,3.3
2022-01-06 21:00:00,-17.98415,-38.717917,6.0,22,25.58,0.5,4.4,31.0,65.0,50.0,54.0,3.0
2022-01-07 00:00:00,-17.98415,-38.717717,6.8,34,25.56,0.65,3.6,25.0,67.0,6.0,53.0,3.3
2022-01-07 03:00:00,-17.9842,-38.71785,6.4,51,25.48,0.53,3.8,4.0,67.0,357.0,52.0,3.2
2022-01-07 06:00:00,-17.984133,-38.71795,4.8,337,25.16,0.58,4.4,356.0,58.0,359.0,40.0,3.3
2022-01-07 09:00:00,-17.984133,-38.717883,5.6,342,25.22,0.66,4.9,6.0,59.0,9.0,49.0,3.4
2022-01-07 12:00:00,-17.984117,-38.717683,5.2,0,25.18,0.6,4.9,355.0,67.0,358.0,54.0,3.8
2022-01-07 15:00:00,-17.984167,-38.717783,4.8,337,25.3,0.98,25.6,4.0,76.0,153.0,75.0,8.0
2022-01-07 18:00:00,-17.984133,-38.71795,4.8,337,25.7,0.52,3.3,358.0,66.0,350.0,57.0,3.3
2022-01-07 21:00:00,-17.984133,-38.717967,6.8,354,25.4,0.56,3.6,11.0,63.0,4.0,45.0,3.4
2022-01-08 00:00:00,-17.984133,-38.717717,6.0,17,25.3,0.61,4.4,6.0,64.0,3.0,54.0,3.6
2022-01-08 03:00:00,-17.984167,-38.717733,5.2,354,25.08,0.53,3.9,4.0,64.0,10.0,57.0,3.2
2022-01-08 06:00:00,-17.984133,-38.717933,6.0,337,25.26,0.53,5.4,359.0,60.0,9.0,50.0,3.2
2022-01-08 09:00:00,-17.984117,-38.71795,4.8,354,25.18,0.58,4.4,14.0,63.0,27.0,50.0,3.4
2022-01-08 12:00:00,-17.98415,-38.717767,4.0,354,25.18,0.56,3.6,5.0,66.0,353.0,49.0,3.8
2022-01-08 15:00:00,-17.98415,-38.71775,4.8,354,25.26,0.55,11.4,10.0,72.0,189.0,60.0,3.6
2022-01-08 18:00:00,-17.984133,-38.717933,6.4,5,25.46,0.63,12.8,16.0,71.0,176.0,46.0,3.6
2022-01-08 21:00:00,-17.9841,-38.71795,6.4,40,25.36,0.72,11.4,33.0,70.0,163.0,36.0,3.9
2022-01-09 00:00:00,-17.984167,-38.7178,5.6,5,25.28,0.74,11.4,7.0,68.0,181.0,43.0,4.0
2022-01-09 03:00:00,-17.984133,-38.717717,5.6,11,25.3,0.67,10.2,360.0,76.0,187.0,41.0,4.3
2022-01-09 06:00:00,-17.984133,-38.717917,5.6,354,25.2,0.69,10.2,93.0,76.0,160.0,35.0,4.4
2022-01-09 09:00:00,-17.984017,-38.717967,5.2,348,25.22,0.82,10.2,170.0,66.0,179.0,25.0,5.1
2022-01-09 12:00:00,-17.984033,-38.717767,3.6,354,25.32,0.81,10.2,175.0,62.0,177.0,21.0,5.6
2022-01-09 15:00:00,-17.984083,-38.7177,2.8,348,25.66,0.69,9.3,186.0,66.0,190.0,32.0,5.6
2022-01-09 18:00:00,-17.983983,-38.71795,6.4,40,25.58,0.7,10.2,168.0,63.0,175.0,28.0,5.1
2022-01-09 21:00:00,-17.983983,-38.717983,6.0,28,25.6,0.73,10.2,167.0,63.0,179.0,27.0,5.2
2022-01-10 00:00:00,-17.98395,-38.717983,6.0,34,25.5,0.76,10.2,156.0,63.0,177.0,30.0,5.0
2022-01-10 03:00:00,-17.983917,-38.717917,3.2,51,25.46,0.77,11.4,168.0,53.0,173.0,23.0,5.9
2022-01-10 06:00:00,-17.984017,-38.717983,2.8,28,25.44,0.77,10.2,172.0,52.0,180.0,21.0,6.3
2022-01-10 09:00:00,-17.984067,-38.717983,4.0,354,25.5,0.79,11.4,168.0,48.0,173.0,21.0,6.8
2022-01-10 12:00:00,-17.984067,-38.717983,4.4,11,25.64,0.77,11.4,166.0,56.0,180.0,26.0,6.2
2022-01-10 15:00:00,-17.98415,-38.717767,4.8,5,25.8,0.76,9.3,163.0,74.0,196.0,50.0,5.5
2022-01-10 18:00:00,-17.984183,-38.717817,2.8,331,26.02,0.69,10.2,167.0,72.0,181.0,51.0,5.9
2022-01-10 21:00:00,-17.984133,-38.717933,4.4,342,25.92,0.6,9.3,142.0,68.0,165.0,33.0,5.2
2022-01-11 00:00:00,-17.984117,-38.7179,5.2,17,25.64,0.62,11.4,135.0,70.0,174.0,34.0,4.6
2022-01-11 03:00:00,-17.984167,-38.71775,5.2,68,25.6,0.65,11.4,126.0,75.0,189.0,35.0,4.3
2022-01-11 06:00:00,-17.984167,-38.7178,6.8,62,25.3,0.6,10.2,80.0,76.0,184.0,47.0,4.0
2022-01-11 09:00:00,-17.984133,-38.717933,2.4,354,25.44,0.57,10.2,131.0,73.0,171.0,28.0,4.9
2022-01-11 12:00:00,-17.9841,-38.717933,7.2,17,25.5,0.6,10.2,91.0,75.0,172.0,34.0,3.8
2022-01-11 15:00:00,-17.98415,-38.717783,4.4,11,25.76,0.63,9.3,42.0,73.0,172.0,56.0,4.2
2022-01-11 18:00:00,-17.984183,-38.7178,7.2,57,25.76,0.64,9.3,31.0,72.0,190.0,58.0,3.8
2022-01-11 21:00:00,-17.98415,-38.71795,5.6,5,25.76,0.68,4.3,18.0,68.0,11.0,40.0,3.5
2022-01-12 00:00:00,-17.984083,-38.717983,6.0,11,25.66,0.68,4.4,11.0,66.0,3.0,43.0,3.5
2022-01-12 03:00:00,-17.984167,-38.717767,6.0,51,25.62,0.64,4.4,15.0,68.0,7.0,51.0,3.7
2022-01-12 06:00:00,-17.984167,-38.71775,4.4,22,25.48,0.6,4.9,21.0,68.0,21.0,52.0,3.6
2022-01-12 09:00:00,-17.984167,-38.7179,4.0,337,25.48,0.53,9.3,12.0,66.0,154.0,61.0,3.5
2022-01-12 12:00:00,-17.984117,-38.7179,4.8,342,25.58,0.53,3.8,11.0,63.0,9.0,42.0,3.5
2022-01-12 15:00:00,-17.984133,-38.7178,3.2,342,26.04,0.49,4.4,16.0,68.0,14.0,54.0,3.7
2022-01-12 18:00:00,-17.98415,-38.717717,4.4,28,26.02,0.43,9.3,36.0,74.0,173.0,65.0,3.8
2022-01-12 21:00:00,-17.9842,-38.717833,1.6,325,25.96,0.34,9.3,37.0,73.0,163.0,66.0,4.1
2022-01-13 00:00:00,-17.984117,-38.717933,2.0,0,25.86,0.35,4.4,42.0,70.0,29.0,47.0,3.7
2022-01-13 03:00:00,-17.984117,-38.717883,2.4,45,25.66,0.37,4.1,55.0,68.0,57.0,48.0,3.6
2022-01-13 06:00:00,-17.984117,-38.717717,4.4,57,25.6,0.41,4.6,56.0,71.0,46.0,58.0,3.3
2022-01-13 09:00:00,-17.984133,-38.7178,2.4,85,25.52,0.35,4.6,60.0,70.0,40.0,50.0,3.7
2022-01-13 12:00:00,-17.98405,-38.71795,1.6,28,26.12,0.35,3.9,71.0,69.0,45.0,50.0,3.8
2022-01-13 15:00:00,-17.98405,-38.71795,1.2,11,27.48,0.36,14.6,80.0,66.0,167.0,44.0,4.1
2022-01-13 18:00:00,-17.984133,-38.717717,1.2,68,27.88,0.38,14.6,97.0,69.0,176.0,53.0,4.5
2022-01-13 21:00:00,-17.984167,-38.7178,4.4,91,26.22,0.37,14.6,111.0,70.0,178.0,37.0,4.1
2022-01-14 00:00:00,-17.9841,-38.717967,3.2,68,26.2,0.36,14.6,106.0,71.0,173.0,52.0,3.6
2022-01-14 03:00:00,-17.984067,-38.71795,4.4,85,25.8,0.44,12.8,110.0,65.0,169.0,38.0,3.4
2022-01-14 06:00:00,-17.984033,-38.717717,4.4,74,25.72,0.45,12.8,108.0,66.0,169.0,35.0,3.5
2022-01-14 09:00:00,-17.984117,-38.717767,3.2,97,25.64,0.4,12.8,116.0,67.0,176.0,40.0,3.6
2022-01-14 12:00:00,-17.984017,-38.717983,1.6,80,26.12,0.33,12.8,117.0,69.0,171.0,37.0,4.0
2022-01-14 15:00:00,-17.984,-38.717983,1.2,57,28.5,0.35,12.8,115.0,65.0,167.0,32.0,4.5
2022-01-14 18:00:00,-17.984133,-38.717767,0.8,91,28.44,0.36,11.4,106.0,67.0,169.0,39.0,4.8
2022-01-14 21:00:00,-17.9841,-38.7177,0.4,91,26.66,0.3,11.4,132.0,67.0,174.0,36.0,4.6
2022-01-15 00:00:00,-17.983983,-38.718,5.2,137,25.9,0.34,11.4,133.0,68.0,182.0,43.0,3.0
2022-01-15 03:00:00,-17.98395,-38.717983,5.2,165,25.9,0.42,2.7,106.0,65.0,122.0,67.0,2.8
2022-01-15 06:00:00,-17.983917,-38.717967,4.8,97,25.84,0.52,11.4,127.0,59.0,177.0,37.0,3.4
2022-01-15 09:00:00,-17.98385,-38.717867,4.8,108,25.78,0.46,10.2,131.0,64.0,177.0,34.0,3.5
2022-01-15 12:00:00,-17.983917,-38.718,4.0,108,25.98,0.39,10.2,133.0,64.0,173.0,42.0,3.7
2022-01-15 15:00:00,-17.984,-38.718,1.6,120,27.2,0.38,14.6,138.0,63.0,171.0,31.0,4.6
2022-01-15 18:00:00,-17.98415,-38.717833,1.6,102,27.24,0.44,12.8,125.0,63.0,163.0,42.0,5.1
2022-01-15 21:00:00,-17.984133,-38.717717,0.8,131,26.44,0.44,12.8,158.0,59.0,179.0,33.0,5.4
2022-01-16 00:00:00,-17.984133,-38.717917,1.2,137,25.88,0.45,12.8,156.0,54.0,171.0,36.0,5.8
2022-01-16 03:00:00,-17.983983,-38.717983,5.6,154,25.98,0.53,11.4,169.0,50.0,178.0,26.0,6.0
2022-01-16 06:00:00,-17.98385,-38.717817,2.4,120,26.02,0.61,11.4,167.0,46.0,179.0,24.0,6.3
2022-01-16 09:00:00,-17.98395,-38.717667,1.2,102,25.88,0.64,14.6,171.0,41.0,175.0,23.0,8.1
2022-01-16 12:00:00,-17.983917,-38.71795,2.4,160,26.16,0.56,14.6,165.0,41.0,165.0,24.0,7.3
2022-01-16 15:00:00,-17.983933,-38.718017,4.0,125,26.44,0.7,11.4,163.0,54.0,180.0,31.0,5.1
2022-01-16 18:00:00,-17.98405,-38.71795,3.2,137,26.7,0.83,14.6,159.0,47.0,173.0,28.0,5.2
2022-01-16 21:00:00,-17.98415,-38.717767,1.6,131,26.34,0.7,14.6,157.0,51.0,167.0,38.0,5.3
2022-01-17 00:00:00,-17.98415,-38.717917,4.0,108,25.86,0.58,11.4,142.0,57.0,167.0,38.0,4.4
2022-01-17 03:00:00,-17.98405,-38.717983,3.2,102,26.22,0.56,11.4,160.0,52.0,176.0,31.0,4.9
2022-01-17 06:00:00,-17.98405,-38.717967,2.8,80,26.22,0.64,11.4,161.0,49.0,178.0,26.0,5.2
2022-01-17 09:00:00,-17.984,-38.717683,1.6,85,26.04,0.59,11.4,163.0,51.0,181.0,26.0,5.4
2022-01-17 12:00:00,-17.984083,-38.7179,1.6,114,26.08,0.53,14.6,154.0,50.0,167.0,33.0,5.3
2022-01-17 15:00:00,-17.983967,-38.718,1.2,114,26.7,0.58,11.4,159.0,51.0,180.0,32.0,5.7
2022-01-17 18:00:00,-17.983983,-38.717967,4.4,114,26.92,0.69,6.0,143.0,52.0,144.0,32.0,5.1
2022-01-17 21:00:00,-17.984133,-38.717717,2.8,114,26.52,0.6,12.8,153.0,54.0,177.0,43.0,4.7
2022-01-18 00:00:00,-17.984117,-38.71795,5.2,91,26.26,0.57,12.8,136.0,58.0,160.0,40.0,3.9
2022-01-18 03:00:00,-17.984,-38.717983,2.4,108,26.12,0.46,11.4,140.0,56.0,171.0,39.0,4.2
2022-01-18 06:00:00,-17.983983,-38.71795,2.8,114,26.28,0.63,5.4,142.0,49.0,137.0,40.0,4.3
2022-01-18 09:00:00,-17.984017,-38.717683,2.0,108,26.3,0.61,6.4,148.0,55.0,167.0,48.0,4.7
2022-01-18 12:00:00,-17.984067,-38.717717,1.2,114,26.54,0.46,10.2,153.0,55.0,186.0,32.0,4.8
2022-01-18 15:00:00,-17.98405,-38.718,1.6,114,25.96,0.47,11.4,140.0,56.0,182.0,30.0,4.6
2022-01-18 18:00:00,-17.984117,-38.71795,3.2,91,26.38,0.65,5.7,118.0,55.0,120.0,39.0,4.3
2022-01-18 21:00:00,-17.984167,-38.71775,3.2,114,26.3,0.62,5.4,113.0,63.0,86.0,52.0,4.4
2022-01-19 00:00:00,-17.9842,-38.7178,4.0,108,26.14,0.49,11.4,117.0,66.0,170.0,55.0,3.8
2022-01-19 03:00:00,-17.984083,-38.717983,5.6,91,26.22,0.42,6.8,121.0,65.0,149.0,53.0,3.1
2022-01-19 06:00:00,-17.984017,-38.717983,3.6,68,26.24,0.6,6.8,123.0,59.0,142.0,43.0,3.9
2022-01-19 09:00:00,-17.984017,-38.717683,4.8,91,26.1,0.64,4.3,125.0,58.0,120.0,46.0,3.8
2022-01-19 12:00:00,-17.984133,-38.7178,4.8,91,26.18,0.54,4.3,125.0,61.0,127.0,46.0,3.5
2022-01-19 15:00:00,-17.98405,-38.717967,2.4,80,26.68,0.43,12.8,127.0,64.0,178.0,47.0,3.9
2022-01-19 18:00:00,-17.984017,-38.717983,2.4,97,27.02,0.53,4.3,122.0,59.0,109.0,41.0,4.2
2022-01-19 21:00:00,-17.984183,-38.717817,2.0,120,26.66,0.52,6.4,127.0,59.0,125.0,52.0,4.2
2022-01-20 00:00:00,-17.984167,-38.717783,4.4,102,26.34,0.44,4.3,121.0,65.0,112.0,61.0,3.5
2022-01-20 03:00:00,-17.98405,-38.717983,4.8,114,26.32,0.38,11.4,125.0,67.0,160.0,44.0,3.4
2022-01-20 06:00:00,-17.983983,-38.718,4.8,114,26.46,0.49,3.4,117.0,62.0,107.0,50.0,3.4
2022-01-20 09:00:00,-17.984,-38.7177,2.8,97,26.4,0.59,5.4,121.0,57.0,117.0,51.0,3.9
2022-01-20 12:00:00,-17.9841,-38.717717,1.6,102,26.58,0.46,4.1,134.0,61.0,117.0,51.0,4.2
2022-01-20 15:00:00,-17.984,-38.71795,1.6,125,27.32,0.38,11.4,139.0,59.0,172.0,37.0,4.2
2022-01-20 18:00:00,-17.98395,-38.718,1.6,131,27.4,0.45,4.1,134.0,59.0,109.0,49.0,4.5
2022-01-20 21:00:00,-17.983983,-38.717933,1.2,120,26.9,0.46,11.4,140.0,55.0,176.0,36.0,4.0
2022-01-21 00:00:00,-17.98395,-38.717717,4.8,125,26.64,0.52,2.8,137.0,59.0,122.0,48.0,3.3
2022-01-21 03:00:00,-17.98395,-38.717983,4.4,125,26.52,0.47,3.4,134.0,59.0,125.0,48.0,3.1
2022-01-21 06:00:00,-17.983967,-38.718,3.2,120,26.48,0.54,4.6,128.0,58.0,122.0,45.0,3.6
2022-01-21 09:00:00,-17.984017,-38.7179,4.0,120,26.56,0.73,4.6,127.0,47.0,121.0,32.0,3.9
2022-01-21 12:00:00,-17.98395,-38.7177,4.0,114,26.54,0.59,4.6,130.0,54.0,116.0,36.0,3.7
2022-01-21 15:00:00,-17.983917,-38.718,5.2,125,26.78,0.53,4.4,132.0,59.0,119.0,47.0,3.5
2022-01-21 18:00:00,-17.983917,-38.718017,2.4,131,27.16,0.5,4.4,133.0,60.0,120.0,47.0,4.0
2022-01-21 21:00:00,-17.98395,-38.717967,4.8,148,26.82,0.61,11.4,143.0,54.0,177.0,35.0,3.7
